Institute,Academic Program Name,Quota,Seat Type,Gender,Opening Rank,Closing Rank,Year,Round
Indian Institute of Technology Roorkee,"Electrical Engineering (4 Years, Bachelor of
                        Technology)",AI,ST,Female-only (including Supernumerary),633,663,2023,3
Indian Institute of Technology Roorkee,"Electronics and Communication Engineering (4 Years,
                        Bachelor of Technology)",AI,OPEN,Gender-Neutral,797,1392,2023,3
Indian Institute of Technology Roorkee,"Electronics and Communication Engineering (4 Years,
                        Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),2468,2933,2023,3
Indian Institute of Technology Roorkee,"Electronics and Communication Engineering (4 Years,
                        Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,63,71,2023,3
Indian Institute of Technology Roorkee,"Electronics and Communication Engineering (4 Years,
                        Bachelor of Technology)",AI,EWS,Gender-Neutral,198,255,2023,3
Indian Institute of Technology Roorkee,"Electronics and Communication Engineering (4 Years,
                        Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),392,392,2023,3
Indian Institute of Technology Roorkee,"Electronics and Communication Engineering (4 Years,
                        Bachelor of Technology)",AI,EWS (PwD),Female-only (including Supernumerary),30P,30P,2023,3
Indian Institute of Technology Roorkee,"Electronics and Communication Engineering (4 Years,
                        Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,428,634,2023,3
Indian Institute of Technology Roorkee,"Electronics and Communication Engineering (4 Years,
                        Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),1215,1456,2023,3
Indian Institute of Technology Roorkee,"Electronics and Communication Engineering (4 Years,
                        Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,28,28,2023,3
Indian Institute of Technology Roorkee,"Electronics and Communication Engineering (4 Years,
                        Bachelor of Technology)",AI,SC,Gender-Neutral,93,414,2023,3
Indian Institute of Technology Roorkee,"Electronics and Communication Engineering (4 Years,
                        Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),562,740,2023,3
Indian Institute of Technology Roorkee,"Electronics and Communication Engineering (4 Years,
                        Bachelor of Technology)",AI,ST,Gender-Neutral,145,163,2023,3
Indian Institute of Technology Roorkee,"Electronics and Communication Engineering (4 Years,
                        Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),383,421,2023,3
Indian Institute of Technology Roorkee,"Engineering Physics (4 Years, Bachelor of
                        Technology)",AI,OPEN,Gender-Neutral,2685,4397,2023,3
Indian Institute of Technology Roorkee,"Engineering Physics (4 Years, Bachelor of
                        Technology)",AI,OPEN,Female-only (including Supernumerary),7056,11320,2023,3
Indian Institute of Technology Roorkee,"Engineering Physics (4 Years, Bachelor of
                        Technology)",AI,EWS,Gender-Neutral,958,1094,2023,3
Indian Institute of Technology Roorkee,"Engineering Physics (4 Years, Bachelor of
                        Technology)",AI,EWS,Female-only (including Supernumerary),2585,2585,2023,3
Indian Institute of Technology Roorkee,"Engineering Physics (4 Years, Bachelor of
                        Technology)",AI,OBC-NCL,Gender-Neutral,1964,2356,2023,3
Indian Institute of Technology Roorkee,"Engineering Physics (4 Years, Bachelor of
                        Technology)",AI,OBC-NCL,Female-only (including Supernumerary),5314,5995,2023,3
Indian Institute of Technology Roorkee,"Engineering Physics (4 Years, Bachelor of
                        Technology)",AI,SC,Gender-Neutral,1325,1716,2023,3
Indian Institute of Technology Roorkee,"Engineering Physics (4 Years, Bachelor of
                        Technology)",AI,SC,Female-only (including Supernumerary),2437,3319,2023,3
Indian Institute of Technology Roorkee,"Engineering Physics (4 Years, Bachelor of
                        Technology)",AI,ST,Gender-Neutral,1020,1063,2023,3
Indian Institute of Technology Roorkee,"Geological Technology (5 Years, Integrated Master of
                        Technology)",AI,OPEN,Gender-Neutral,7535,10137,2023,3
Indian Institute of Technology Roorkee,"Geological Technology (5 Years, Integrated Master of
                        Technology)",AI,OPEN,Female-only (including Supernumerary),15115,15769,2023,3
Indian Institute of Technology Roorkee,"Geological Technology (5 Years, Integrated Master of
                        Technology)",AI,EWS,Gender-Neutral,1525,1571,2023,3
Indian Institute of Technology Roorkee,"Geological Technology (5 Years, Integrated Master of
                        Technology)",AI,EWS,Female-only (including Supernumerary),3708,3708,2023,3
Indian Institute of Technology Roorkee,"Geological Technology (5 Years, Integrated Master of
                        Technology)",AI,OBC-NCL,Gender-Neutral,4235,4862,2023,3
Indian Institute of Technology Roorkee,"Geological Technology (5 Years, Integrated Master of
                        Technology)",AI,OBC-NCL,Female-only (including Supernumerary),7849,7874,2023,3
Indian Institute of Technology Roorkee,"Geological Technology (5 Years, Integrated Master of
                        Technology)",AI,SC,Gender-Neutral,2203,2621,2023,3
Indian Institute of Technology Roorkee,"Geological Technology (5 Years, Integrated Master of
                        Technology)",AI,SC,Female-only (including Supernumerary),3941,3941,2023,3
Indian Institute of Technology Roorkee,"Geological Technology (5 Years, Integrated Master of
                        Technology)",AI,ST,Gender-Neutral,1395,1402,2023,3
Indian Institute of Technology Roorkee,"Geological Technology (5 Years, Integrated Master of
                        Technology)",AI,ST,Female-only (including Supernumerary),245P,245P,2023,3
Indian Institute of Technology Roorkee,"Geophysical Technology (5 Years, Integrated Master of
                        Technology)",AI,OPEN,Gender-Neutral,7641,9788,2023,3
Indian Institute of Technology Roorkee,"Geophysical Technology (5 Years, Integrated Master of
                        Technology)",AI,OPEN,Female-only (including Supernumerary),15132,17521,2023,3
Indian Institute of Technology Roorkee,"Geophysical Technology (5 Years, Integrated Master of
                        Technology)",AI,EWS,Gender-Neutral,1468,1518,2023,3
Indian Institute of Technology Roorkee,"Geophysical Technology (5 Years, Integrated Master of
                        Technology)",AI,EWS,Female-only (including Supernumerary),3413,3413,2023,3
Indian Institute of Technology Roorkee,"Geophysical Technology (5 Years, Integrated Master of
                        Technology)",AI,OBC-NCL,Gender-Neutral,3643,4237,2023,3
Indian Institute of Technology Roorkee,"Geophysical Technology (5 Years, Integrated Master of
                        Technology)",AI,OBC-NCL,Female-only (including Supernumerary),7331,7356,2023,3
Indian Institute of Technology Roorkee,"Geophysical Technology (5 Years, Integrated Master of
                        Technology)",AI,SC,Gender-Neutral,2130,2573,2023,3
Indian Institute of Technology Roorkee,"Geophysical Technology (5 Years, Integrated Master of
                        Technology)",AI,SC,Female-only (including Supernumerary),3108,3108,2023,3
Indian Institute of Technology Roorkee,"Geophysical Technology (5 Years, Integrated Master of
                        Technology)",AI,ST,Gender-Neutral,1176,1437,2023,3
Indian Institute of Technology Roorkee,"Geophysical Technology (5 Years, Integrated Master of
                        Technology)",AI,ST,Female-only (including Supernumerary),174P,174P,2023,3
Indian Institute of Technology Roorkee,"Mathematics & Computing (5 Years, Bachelor of Science
                        and Master of Science (Dual Degree))",AI,OPEN,Gender-Neutral,1109,1519,2023,3
Indian Institute of Technology Roorkee,"Mathematics & Computing (5 Years, Bachelor of Science
                        and Master of Science (Dual Degree))",AI,OPEN,Female-only (including Supernumerary),3164,4340,2023,3
Indian Institute of Technology Roorkee,"Mathematics & Computing (5 Years, Bachelor of Science
                        and Master of Science (Dual Degree))",AI,OPEN (PwD),Gender-Neutral,77,77,2023,3
Indian Institute of Technology Roorkee,"Mathematics & Computing (5 Years, Bachelor of Science
                        and Master of Science (Dual Degree))",AI,EWS,Gender-Neutral,180,279,2023,3
Indian Institute of Technology Roorkee,"Mathematics & Computing (5 Years, Bachelor of Science
                        and Master of Science (Dual Degree))",AI,EWS,Female-only (including Supernumerary),636,636,2023,3
Indian Institute of Technology Roorkee,"Mathematics & Computing (5 Years, Bachelor of Science
                        and Master of Science (Dual Degree))",AI,OBC-NCL,Gender-Neutral,667,919,2023,3
Indian Institute of Technology Roorkee,"Mathematics & Computing (5 Years, Bachelor of Science
                        and Master of Science (Dual Degree))",AI,OBC-NCL,Female-only (including Supernumerary),2103,2190,2023,3
Indian Institute of Technology Roorkee,"Mathematics & Computing (5 Years, Bachelor of Science
                        and Master of Science (Dual Degree))",AI,OBC-NCL (PwD),Gender-Neutral,42,42,2023,3
Indian Institute of Technology Roorkee,"Mathematics & Computing (5 Years, Bachelor of Science
                        and Master of Science (Dual Degree))",AI,SC,Gender-Neutral,502,649,2023,3
Indian Institute of Technology Roorkee,"Mathematics & Computing (5 Years, Bachelor of Science
                        and Master of Science (Dual Degree))",AI,SC,Female-only (including Supernumerary),1306,1306,2023,3
Indian Institute of Technology Roorkee,"Mathematics & Computing (5 Years, Bachelor of Science
                        and Master of Science (Dual Degree))",AI,ST,Gender-Neutral,158,316,2023,3
Indian Institute of Technology Roorkee,"Mathematics & Computing (5 Years, Bachelor of Science
                        and Master of Science (Dual Degree))",AI,ST,Female-only (including Supernumerary),891,891,2023,3
Indian Institute of Technology Roorkee,"Mechanical Engineering (4 Years, Bachelor of
                        Technology)",AI,OPEN,Gender-Neutral,2206,3656,2023,3
Indian Institute of Technology Roorkee,"Mechanical Engineering (4 Years, Bachelor of
                        Technology)",AI,OPEN,Female-only (including Supernumerary),7153,9102,2023,3
Indian Institute of Technology Roorkee,"Mechanical Engineering (4 Years, Bachelor of
                        Technology)",AI,EWS,Gender-Neutral,494,629,2023,3
Indian Institute of Technology Roorkee,"Mechanical Engineering (4 Years, Bachelor of
                        Technology)",AI,EWS,Female-only (including Supernumerary),1904,2077,2023,3
Indian Institute of Technology Roorkee,"Mechanical Engineering (4 Years, Bachelor of
                        Technology)",AI,OBC-NCL,Gender-Neutral,1507,1847,2023,3
Indian Institute of Technology Roorkee,"Mechanical Engineering (4 Years, Bachelor of
                        Technology)",AI,OBC-NCL,Female-only (including Supernumerary),3964,4608,2023,3
Indian Institute of Technology Roorkee,"Mechanical Engineering (4 Years, Bachelor of
                        Technology)",AI,SC,Gender-Neutral,685,1000,2023,3
Indian Institute of Technology Roorkee,"Mechanical Engineering (4 Years, Bachelor of
                        Technology)",AI,SC,Female-only (including Supernumerary),1852,2360,2023,3
Indian Institute of Technology Roorkee,"Mechanical Engineering (4 Years, Bachelor of
                        Technology)",AI,ST,Gender-Neutral,381,539,2023,3
Indian Institute of Technology Roorkee,"Mechanical Engineering (4 Years, Bachelor of
                        Technology)",AI,ST,Female-only (including Supernumerary),895,950,2023,3
Indian Institute of Technology Roorkee,"Metallurgical and Materials Engineering (4 Years,
                        Bachelor of Technology)",AI,OPEN,Gender-Neutral,5789,7325,2023,3
Indian Institute of Technology Roorkee,"Metallurgical and Materials Engineering (4 Years,
                        Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),12839,13603,2023,3
Indian Institute of Technology Roorkee,"Metallurgical and Materials Engineering (4 Years,
                        Bachelor of Technology)",AI,EWS,Gender-Neutral,1174,1350,2023,3
